source,item,qty
1540,watercress,2
3729,tubers,3
620,watercress,5
2316,fennel,5
191,goji berry,2
49,blackberry,4
4573,cloudberry,5
3596,corn salad,4
2975,raisin,4
4894,cloudberry,1
2839,avocado,2
4834,patty pan,3
2613,frisee,3
1640,apricot,4
3633,banana,6
1125,apricot,1
1695,azuki bean,3
2499,banana,5
2106,daikon,2
2452,beet,4
1351,date,6
2888,radish,6
1136,radish,4
1897,white radish,2
4481,broccoflower,5
3560,avocado,1
2783,damson,4
1173,azuki bean,3
4835,apricot,5
2276,cauliflower,6
742,azuki bean,4
2740,blackcurrant,2
1186,cloudberry,4
590,marjoram,3
1993,feijoa,2
4213,patty pan,3
2981,navy bean,4
3177,pinto bean,5
477,cayenne pepper,1
1474,grapefruit,6
1293,blackcurrant,2
1451,blueberry,6
3769,frisee,6
542,daikon,6
34,banana,1
2315,broccoflower,4
4271,raisin,6
987,patty pan,6
1641,watercress,3
366,feijoa,1
4865,navy bean,2
2073,date,3
2959,currant,1
756,raisin,2
3730,bilberry,6
3862,watercress,2
676,cloudberry,3
776,frisee,5
1870,azuki bean,6
1706,azuki bean,6
3227,cherimoya,1
3681,frisee,2
4127,date,3
3425,frisee,2
410,black-eyed pea,6
2474,feijoa,2
1104,lentils,5
183,coconut,3
2905,bilberry,4
2792,date,5
3169,tubers,6
4856,radish,3
3119,blueberry,3
212,apricot,5
2485,navy bean,3
4165,lentils,2
2733,date,4
786,tat soi,1
1009,daikon,4
4291,cabbage,1
4106,broccoflower,2
1646,fig,4
4361,custard apple,5
3408,onion,5
2677,damson,3
1836,blueberry,5
4784,bilberry,2
2476,azuki bean,6
4434,daikon,6
2040,dragonfruit,5
4868,damson,5
4599,tat soi,4
2581,cabbage,3
94,tubers,4
4268,tubers,4
228,apple,6
3731,black-eyed pea,6
3811,raisin,2
1225,tabasco pepper,1
1487,blackberry,5
3647,patty pan,4
1982,spaghetti squash,1
2544,watercress,4
3256,coconut,2
396,currant,3
1679,dragonfruit,2
2165,white radish,3
2726,kale,1
4145,damson,5
4007,patty pan,5
3281,banana,3
875,daikon,1
2979,spaghetti squash,3
2963,feijoa,3
4068,grapefruit,2
1534,daikon,2
1654,azuki bean,4
3717,navy bean,1
1373,cabbage,6
2551,azuki bean,5
1645,tabasco pepper,3
2988,feijoa,2
1294,taro,5
4199,radish,5
377,cabbage,3
2467,tabasco pepper,3
1086,spaghetti squash,2
3875,cherimoya,1
4050,spaghetti squash,1
1457,navy bean,3
2452,cherimoya,4
4209,raisin,2
3776,fig,3
1367,white radish,2
2395,dragonfruit,5
537,watercress,6
2535,lentils,4
3188,apricot,3
3586,damson,4
2068,apricot,3
2595,daikon,5
2756,blackberry,1
1823,navy bean,4
4332,grapefruit,4
1014,black-eyed pea,3
495,navy bean,3
2180,tabasco pepper,6
4121,coconut,2
4560,cloudberry,5
2021,feijoa,6
1041,apricot,5
3606,blueberry,4
680,snap pea,4
3808,fig,4
3716,cherimoya,6
4409,avocado,1
1927,grapefruit,4
2713,marjoram,3
2075,currant,5
4616,blackberry,5
2471,blueberry,1
205,marjoram,2
3021,corn salad,1
380,grapefruit,3
2376,tat soi,1
1029,spinach,2
1667,patty pan,1
4425,spinach,2
3545,damson,4
3151,apple,3
4130,tabasco pepper,4
3378,frisee,6
3136,raisin,2
3067,cherimoya,3
3978,damson,5
2203,tabasco pepper,2
2040,watercress,3
2483,apple,2
473,chamomile,6
1140,spinach,6
489,tubers,4
4009,watercress,3
2334,damson,5
1988,fig,4
1918,kale,4
509,apricot,4
3686,cherimoya,2
2015,tabasco pepper,1
4561,marjoram,3
386,daikon,1
1278,goji berry,3
3471,tubers,2
2455,tabasco pepper,3
2099,daikon,3
4934,blackcurrant,1
71,apricot,3
3649,spinach,5
4453,apricot,3
4337,watercress,2
301,damson,3
4009,water chestnut,6
3011,cloudberry,1
1577,currant,1
271,cherimoya,2
3056,watercress,4
4657,cloudberry,2
3453,blueberry,1
461,apple,3
445,black-eyed pea,3
1782,tat soi,5
4929,azuki bean,4
949,corn salad,6
178,cabbage,4
4559,blackberry,5
4395,currant,2
1884,black-eyed pea,6
2536,coconut,6
2479,tat soi,4
4816,black-eyed pea,1
1641,date,5
2568,marjoram,4
3198,tubers,1
2328,daikon,5
3296,tubers,5
1053,currant,1
408,kale,1
429,watercress,4
470,patty pan,5
1100,marjoram,2
2769,tubers,2
4790,marjoram,2
4548,lentils,3
667,tubers,6
1378,azuki bean,6
1937,cherimoya,6
1520,jicama,2
2460,radish,2
2841,spaghetti squash,5
1696,kale,6
584,corn salad,6
3511,corn salad,1
4795,tabasco pepper,5
280,banana,5
2509,tubers,4
3356,spinach,5
566,apricot,4
3031,marjoram,3
561,feijoa,2
2984,spinach,6
609,corn salad,3
4559,raisin,3
1190,banana,4
1100,alfalfa sprout,4
4274,cabbage,5
1610,corn salad,1
1659,tubers,2
781,tat soi,1
1041,bilberry,5
977,dragonfruit,6
4497,broccoflower,3
1514,date,2
4939,marjoram,2
2130,lentils,1
3466,spinach,2
1953,raisin,2
4437,broccoflower,1
896,coconut,3
2226,frisee,5
1831,banana,5
1585,kale,4
3617,coconut,5
4693,goji berry,1
418,jicama,3
4273,frisee,5
2507,watercress,1
102,grapefruit,4
1761,navy bean,5
1428,frisee,3
1448,apricot,3
468,tat soi,2
4223,broccoflower,6
4152,dragonfruit,2
1517,feijoa,2
1754,radish,3
2408,spaghetti squash,3
2662,navy bean,3
1145,amaranth,4
3696,blueberry,6
1213,apple,4
1230,blackcurrant,6
3868,feijoa,2
4254,radish,1
3403,cabbage,4
2376,blueberry,2
647,broccoflower,5
3591,blackberry,3
4770,blackcurrant,4
4417,lentils,5
3807,frisee,4
912,broccoflower,5
135,damson,2
2789,blackberry,5
4605,corn salad,3
4602,spinach,5
2709,navy bean,4
3926,damson,4
1773,lentils,4
407,banana,4
2878,goji berry,5
2757,topinambur,5
3347,black-eyed pea,1
3022,banana,3
3895,lentils,5
606,white radish,2
3267,kale,6
2131,currant,2
2932,daikon,6
3329,blueberry,2
1196,dragonfruit,6
4366,cabbage,5
151,broccoflower,3
2064,avocado,6
304,corn salad,2
4329,grapefruit,3
3762,patty pan,1
2253,blackberry,1
3074,coconut,4
2046,navy bean,3
1672,broccoflower,6
1981,custard apple,5
3145,date,5
1595,cabbage,6
3693,feijoa,3
174,patty pan,3
4339,marjoram,5
1921,spinach,1
3653,okra,4
1779,blackberry,5
259,white radish,2
756,fig,3
4936,grapefruit,2
2070,cloudberry,5
4747,cabbage,1
3979,banana,6
2788,bilberry,3
906,broccoflower,2
1735,chayote,6
2574,dragonfruit,4
1956,blackcurrant,5
2659,fig,4
4778,raisin,2
1785,cabbage,2
1900,goji berry,4
978,snap pea,6
713,cherimoya,3
279,date,5
4708,cloudberry,5
2111,avocado,3
2968,blackberry,4
3759,tabasco pepper,5
1246,spaghetti squash,1
4146,kale,6
3696,damson,4
1014,tat soi,3
3697,white radish,4
1346,corn salad,1
931,avocado,3
3756,fig,4
102,marjoram,6
522,currant,5
1002,blackcurrant,1
1498,cherimoya,3
1172,apple,5
3060,blackberry,5
2551,blackberry,6
3171,apricot,5
1970,grapefruit,4
3257,fig,5
2377,marjoram,6
1381,white radish,5
3473,fig,5
4299,avocado,5
1869,daikon,6
2181,corn salad,1
3608,radish,5
68,feijoa,6
2038,azuki bean,6
4167,daikon,3
3380,dragonfruit,6
1805,frisee,1
4067,daikon,3
1084,coconut,2
577,marjoram,3
2293,kale,1
3713,spinach,6
2360,cherimoya,6
2824,coconut,2
1653,bilberry,5
2100,black-eyed pea,3
1541,banana,3
463,spinach,2
352,azuki bean,1
4929,grapefruit,3
1905,azuki bean,1
3571,lentils,6
865,daikon,5
1566,fig,1
1921,tabasco pepper,6
121,blueberry,1
2072,jalapeno,4
1015,blackberry,1
281,lavender,3
2032,goji berry,4
4786,radish,5
219,azuki bean,4
348,broccoflower,4
302,cabbage,6
3964,patty pan,2
1848,coconut,1
95,tabasco pepper,6
3911,daikon,3
1260,blackcurrant,1
493,coconut,3
3853,watercress,2
4736,tat soi,4
1081,apple,6
3027,fig,1
729,kale,1
2120,black-eyed pea,4
660,damson,5
1502,apricot,2
2233,dragonfruit,1
1372,date,4
1163,kale,6
4262,tat soi,2
1931,cabbage,3
3885,apple,4
3288,bilberry,6
3356,broccoflower,3
3936,lentils,3
954,spinach,1
4269,cherimoya,3
864,spaghetti squash,5
3442,tabasco pepper,1
3095,blackberry,6
1707,lentils,2
3674,apple,6
4063,white radish,6
308,blackcurrant,1
2164,blackberry,1
2545,fig,2
3978,grapefruit,6
3759,blackberry,1
182,marjoram,2
1985,marjoram,5
2312,goji berry,4
3892,daikon,6
182,chard,4
4554,damson,3
3780,frisee,5
3136,broccoflower,5
478,navy bean,3
388,tat soi,6
828,corn salad,3
4792,apple,1
1369,apricot,3
1426,frisee,3
4831,goji berry,1
2630,watercress,3
2911,lentils,3
2518,tabasco pepper,6
3283,black-eyed pea,6
1771,blackcurrant,2
2570,black-eyed pea,1
4770,avocado,5
1813,goji berry,1
3815,radish,1
3728,blackcurrant,4
3652,gooseberry,2
1996,broccoflower,6
2601,cloudberry,6
1112,blackberry,3
1512,raisin,4
1059,apricot,6
3849,cabbage,1
3725,bilberry,3
323,apple,5
1155,azuki bean,4
497,azuki bean,4
3708,azuki bean,4
1526,broccoflower,6
1130,dragonfruit,2
2155,tubers,6
2347,tat soi,3
3869,tabasco pepper,3
3412,cabbage,6
2973,dragonfruit,5
2512,broccoflower,5
187,cherimoya,2
1280,damson,1
2039,spinach,5
3887,goji berry,4
4504,spaghetti squash,4
3527,cherimoya,4
146,lentils,4
1368,grapefruit,1
1279,bilberry,2
1924,patty pan,1
2366,black-eyed pea,5
2871,tubers,3
2678,daikon,6
2107,azuki bean,5
3020,new zealand spinach,1
4812,tabasco pepper,5
1460,coconut,6
1068,currant,2
3320,apple,2
47,dragonfruit,4
2472,radish,1
1846,apple,2
772,avocado,3
2213,marjoram,4
3254,watercress,6
4942,damson,5
4385,banana,1
3109,cabbage,3
1723,blueberry,1
2576,black-eyed pea,1
2769,feijoa,6
1273,feijoa,6
3200,bilberry,1
1599,marjoram,1
1016,blueberry,1
459,patty pan,4
1335,aubergine,1
4642,currant,3
3703,tat soi,6
3724,spaghetti squash,4
395,goji berry,1
2396,spaghetti squash,6
836,marjoram,3
1793,radish,5
3681,fig,6
4164,goji berry,6
4261,damson,6
707,watercress,2
3217,navy bean,5
4994,black-eyed pea,6
4069,bok choy,3
353,feijoa,1
1362,coconut,1
3572,navy bean,4
984,spaghetti squash,2
4858,banana,5
3790,tubers,6
528,frisee,2
3108,marjoram,3
20,cherimoya,2
2452,cherimoya,5
4971,raisin,2
1005,apricot,3
3775,apple,6
2332,lentils,4
515,currant,3
130,avocado,2
4665,damson,5
1549,azuki bean,2
2971,currant,6
1812,anise,4
1196,tubers,4
1877,spinach,1
713,white radish,1
4115,tubers,2
2017,date,3
629,feijoa,4
4995,cabbage,4
4321,bilberry,2
4399,fig,3
46,goji berry,3
1796,patty pan,4
3543,cabbage,1
3543,kale,6
2974,date,3
237,lentils,2
2317,black-eyed pea,4
4170,daikon,1
4153,white radish,5
2559,tabasco pepper,5
1135,patty pan,3
3279,blueberry,4
4047,lentils,4
828,fig,5
3522,fig,6
818,date,6
4326,lentils,3
4910,navy bean,6
2498,currant,4
1571,damson,3
3299,corn salad,1
1728,goji berry,5
2572,radish,4
2840,blackcurrant,5
150,date,2
1072,frisee,4
1989,cloudberry,1
387,blueberry,3
3703,banana,2
4999,radish,4
2310,broccoflower,6
1329,patty pan,5
947,blackcurrant,6
239,broccoli,6
4093,lentils,1
3798,oregano,1
4846,spinach,3
676,coconut,2
1467,dragonfruit,4
3625,watercress,2
1363,black-eyed pea,6
1835,spaghetti squash,6
1510,blackcurrant,6
4589,watercress,1
2169,daikon,5
4670,cabbage,5
3569,kale,5
48,tubers,5
2174,tabasco pepper,1
249,banana squash,2
4090,kale,2
1756,azuki bean,2
2955,black-eyed pea,3
4695,avocado,4
74,tat soi,3
2249,feijoa,3
1208,blueberry,1
1549,grapefruit,1
4574,spaghetti squash,5
412,apricot,1
2013,tubers,6
1001,blackcurrant,5
3553,marjoram,5
1830,green pepper,4
2175,spaghetti squash,5
4616,corn salad,5
585,dragonfruit,5
4224,coconut,1
3713,blackcurrant,6
4208,watercress,3
4451,coconut,4
131,elderberry,1
3525,daikon,4
1101,banana,4
4564,lentils,6
1167,coconut,4
1408,coconut,4
599,kale,6
4131,chard,6
968,blackberry,5
2154,blackcurrant,1
4585,grapefruit,6
1181,blueberry,3
4587,broccoflower,3
3869,dragonfruit,1
822,corn salad,3
97,blackcurrant,3
1450,marjoram,3
4290,blueberry,4
553,cherimoya,1
1739,cherimoya,4
3999,elderberry,3
308,fig,2
369,spaghetti squash,4
2829,grapefruit,3
238,cloudberry,2
465,date,1
1170,patty pan,5
1391,blueberry,5
1479,cilantro,2
1110,dragonfruit,5
2845,frisee,4
1854,kale,3
340,corn salad,3
3658,blueberry,5
3872,tat soi,3
3541,black-eyed pea,2
4997,lentils,6
4161,dragonfruit,1
4735,frisee,1
2707,blackcurrant,5
3816,spaghetti squash,6
1798,coconut,3
3854,blueberry,4
4285,blackberry,2
3792,cherimoya,4
3235,grapefruit,6
1682,corn salad,5
785,grapefruit,4
2735,date,1
969,blueberry,2
3018,lentils,5
250,blueberry,4
3875,grapefruit,5
1886,black-eyed pea,2
2252,avocado,1
158,coconut,6
4249,blackcurrant,2
1169,spinach,6
984,raisin,4
2697,spinach,6
1320,marjoram,3
1152,watercress,6
1123,blackberry,6
1737,damson,3
3629,cloudberry,6
4517,tat soi,2
3064,tat soi,2
443,coconut,5
4108,spinach,6
248,lentils,2
451,banana,6
3255,black-eyed pea,4
3385,black-eyed pea,6
4793,spinach,1
4862,damson,6
1999,white radish,2
3852,currant,2
2920,frisee,5
2358,currant,4
4031,guava,5
1212,damson,4
1310,lentils,4
4982,blackberry,6
668,grapefruit,5
1254,coconut,4
2361,frisee,3
3015,white radish,1
1151,marjoram,1
2218,currant,6
2251,cherimoya,4
1204,marjoram,6
1120,blackberry,6
4946,white radish,6
3279,currant,4
3663,apricot,1
3020,feijoa,6
2100,avocado,3
2557,grapefruit,4
4378,cloudberry,3
2092,tubers,5
638,banana,2
1050,apple,2
3955,date,5
4389,kale,1
3349,marjoram,5
337,bilberry,6
451,patty pan,5
4170,frisee,3
257,daikon,3
1422,date,4
1996,raisin,2
892,cherimoya,6
1870,blueberry,1
4679,white radish,4
3416,apple,3
3944,banana,3
936,navy bean,5
4896,apple,5
1591,tabasco pepper,6
2467,sage,2
4153,garlic,6
890,navy bean,6
4195,radish,6
193,cherimoya,1
1493,raisin,2
2382,apple,3
4813,blueberry,3
1207,dragonfruit,3
1436,watercress,2
1649,spinach,2
3024,frisee,1
456,grapefruit,3
4152,blueberry,3
1753,fig,6
736,currant,5
318,cloudberry,4
135,tubers,3
2962,cabbage,2
177,goji berry,4
4357,coconut,4
2761,damson,4
797,spaghetti squash,2
1874,lentils,4
275,tabasco pepper,4
1030,spaghetti squash,2
2029,avocado,5
2395,elderberry,6
3186,lentils,2
371,blackberry,2
4646,damson,4
1603,raisin,1
117,goji berry,6
1835,banana,4
1617,spinach,3
3017,cherimoya,5
4189,azuki bean,2
3422,blackberry,2
3684,lentils,4
1802,watercress,6
3943,tat soi,2
2940,goji berry,6
1066,frisee,2
3257,blackberry,1
4331,cherimoya,6
4120,white radish,6
2007,currant,3
2274,coconut,5
3927,cherimoya,3
4125,corn salad,1
2641,fig,1
2073,date,5
2167,watercress,2
4591,feijoa,3
1114,cabbage,3
4964,avocado,3
1982,frisee,1
4070,lentils,3
3702,avocado,3
2457,broccoflower,5
2458,mamey,6
2054,dragonfruit,1
2303,goji berry,4
777,marjoram,1
3523,date,3
3099,watercress,4
599,tat soi,3
548,date,2
2281,banana,1
1834,watercress,5
1658,bilberry,3
4603,watercress,2
1806,damson,4
4415,dragonfruit,5
2365,dragonfruit,1
3825,corn salad,2
1278,damson,1
384,blackberry,3
4670,lentils,1
1013,tabasco pepper,5
2836,azuki bean,2
4334,patty pan,2
3664,tat soi,3
456,bilberry,1
4863,currant,4
2243,tubers,6
2161,date,4
1370,fig,6
994,coconut,6
4658,goji berry,6
2479,spaghetti squash,1
1132,tabasco pepper,3
1616,tabasco pepper,2
3948,spaghetti squash,1
797,fig,1
3074,damson,1
4244,tat soi,6
1592,navy bean,2
3894,watercress,4
597,radish,6
524,tat soi,6
4424,cabbage,3
3536,radish,4
81,navy bean,5
4171,apricot,6
1654,dragonfruit,4
4049,kale,5
4867,coconut,4
2453,daikon,5
2798,blackcurrant,1
1592,navy bean,6
4981,navy bean,1
4782,lentils,6
1083,kale,5
452,dragonfruit,6
4370,frisee,3
3342,radish,6
3184,raisin,6
4937,corn salad,6
2089,frisee,6
3878,fig,2
4289,currant,2
1014,apricot,3
2222,broccoflower,5
1958,feijoa,5
3130,damson,2
3291,black-eyed pea,1
3292,currant,4
4196,patty pan,6
841,bilberry,6
3355,spinach,2
4801,goji berry,5
688,kale,4
2070,frisee,1
987,white radish,1
185,kale,6
246,tabasco pepper,6
573,spaghetti squash,5
892,grapefruit,2
3498,tabasco pepper,3
2730,cabbage,6
2161,coconut,5
4343,navy bean,4
2894,frisee,6
1753,currant,5
3494,radish,2
680,banana,5
1963,blueberry,5
4800,apple,3
3425,hubbard squash,2
991,damson,3
2971,lentils,5
4875,fig,5
895,lentils,2
2862,frisee,4
1835,asparagus,6
490,spaghetti squash,3
412,fig,5
4347,apricot,2
3296,bilberry,5
1100,damson,3
1109,raisin,2
2191,cloudberry,5
2033,marjoram,3
2855,bilberry,2
335,blackcurrant,6
4076,spinach,6
4215,blueberry,4
139,goji berry,5
304,cilantro,6
853,dragonfruit,6
2310,black-eyed pea,5
4405,spaghetti squash,4
3645,grapefruit,1
3216,coconut,2
1281,cloudberry,1
1615,tat soi,2
176,tubers,2
4224,azuki bean,6
3719,grapefruit,1
4404,goji berry,5
1942,damson,1
3017,patty pan,3
3268,bilberry,5
4811,oregano,1
3350,goji berry,4
3708,patty pan,1
1221,cherimoya,4
3666,broccoflower,4
4885,fig,5
3879,chives,6
3963,lentils,3
3620,tubers,4
3784,raisin,6
590,avocado,2
1640,azuki bean,2
231,marjoram,6
2296,corn salad,4
2804,navy bean,5
4028,goji berry,5
1301,kohlrabi,4
1177,avocado,2
1121,raisin,5
3017,cherimoya,4
4933,white radish,3
1991,grapefruit,4
4576,cloudberry,4
3219,lentils,2
628,dragonfruit,1
1,cloudberry,2
1898,grapefruit,3
3065,grapefruit,6
1178,avocado,6
311,spinach,1
3246,spaghetti squash,2
952,bilberry,2
1829,fig,3
4821,daikon,6
4265,navy bean,5
492,custard apple,1
1007,blackcurrant,3
1710,currant,2
3044,skirret,3
3651,goji berry,6
4344,coconut,3
4406,grapefruit,3
258,black-eyed pea,6
1746,blackcurrant,5
1909,spinach,4
1054,dragonfruit,5
3110,apple,4
3572,date,2
490,patty pan,6
2975,tat soi,2
3661,coconut,1
4685,cloudberry,4
4587,tat soi,2
525,kale,3
2018,daikon,4
3061,apple,6
2504,blackcurrant,6
3167,navy bean,4
919,blackcurrant,6
162,kale,2
97,coconut,5
2224,navy bean,4
2902,daikon,2
4247,apricot,2
2887,grapefruit,5
3970,goji berry,3
569,white radish,3
2891,dragonfruit,6
271,apricot,5
2842,blackberry,5
3647,broccoflower,3
1701,cherimoya,1
4303,lentils,1
2581,azuki bean,6
1401,blueberry,2
4865,navy bean,6
905,celeriac,5
201,banana,6
921,broccoflower,1
4,radish,5
3768,blueberry,5
2502,tat soi,4
4903,spaghetti squash,1
1675,daikon,1
1361,patty pan,5
802,okra,1
2801,radish,4
2096,apricot,5
2397,white radish,1
2408,cloudberry,2
2411,cucumber,2
3575,raisin,4
1495,navy bean,3
2070,spaghetti squash,2
4473,fig,4
3597,cloudberry,6
2149,date,5
3161,dragonfruit,4
3968,black-eyed pea,4
1506,feijoa,1
4280,damson,3
4966,damson,4
4677,tubers,6
3965,banana,6
4612,cloudberry,6
4287,avocado,1
4093,frisee,5
2861,blackberry,5
3511,corn salad,5
4665,cabbage,4
4428,radish,1
2025,avocado,2
3575,blackberry,3
495,cherimoya,1
1086,goji berry,2
3137,black-eyed pea,2
712,raisin,6
3793,daikon,6
2386,cherimoya,6
803,feijoa,6
3470,cabbage,3
1294,grapefruit,2
418,borlotti bean,4
343,tubers,1
1467,broccoflower,4
435,tat soi,6
1832,carrot,5
631,herbs and spice,6
2363,tabasco pepper,1
91,azuki bean,4
2313,corn salad,6
2781,cloudberry,4
3937,goji berry,1
1831,grapefruit,4
2693,cabbage,5
3136,grapefruit,6
3468,marjoram,3
2910,apricot,1
1460,cherimoya,5
4970,navy bean,4
1799,watercress,3
4633,marjoram,5
1991,damson,5
3709,apple,5
4142,tat soi,5
2855,cabbage,4
2010,marjoram,3
3737,avocado,2
458,black bean,4
2475,spaghetti squash,1
2635,corn salad,1
4565,apple,4
1540,cranberry,4
3638,currant,5
1589,mushroom,3
1610,dragonfruit,2
1804,apricot,1
652,cloudberry,4
3910,lentils,2
1961,lentils,2
4918,coconut,2
3126,radish,2
2723,coconut,1
4371,apple,1
4578,kale,6
4517,watercress,3
2568,watercress,2
3929,tat soi,1
4513,raisin,5
4918,raisin,4
2001,goji berry,6
3173,fig,6
1272,tubers,5
4888,navy bean,1
3944,cabbage,3
1119,radish,5
2867,fig,4
3137,navy bean,1
2204,coconut,6
3330,corn salad,2
1494,dragonfruit,5
1588,date,6
1481,cabbage,5
1994,bilberry,4
4583,blackcurrant,5
2676,marjoram,3
3016,cherimoya,5
2395,dragonfruit,6
4529,marjoram,3
285,goji berry,4
812,blueberry,6
4142,frisee,4
2275,damson,2
3067,blueberry,5
4464,corn salad,6
4417,currant,4
810,frisee,6
3389,currant,2
4526,cabbage,2
3278,grapefruit,6
1420,dragonfruit,5
3162,frisee,6
223,watercress,1
481,black-eyed pea,5
3179,tat soi,3
1109,frisee,6
2902,azuki bean,6
3995,azuki bean,1
4003,tat soi,2
2848,patty pan,4
959,bilberry,1
2890,fig,4
3130,daikon,1
4713,daikon,6
4239,spaghetti squash,5
976,daikon,4
1888,apple,1
860,grapefruit,4
4409,fig,5
1719,patty pan,6
1778,currant,4
3746,fig,1
3048,tat soi,3
3836,goji berry,1
1118,kale,2
949,goji berry,6
2689,bilberry,5
3328,apple,4
4353,date,1
2067,cabbage,3
946,feijoa,1
4446,date,1
2701,raisin,1
3172,yam,2
3092,avocado,1
4272,lentils,1
469,broccoflower,5
32,cloudberry,5
748,oregano,1
911,daikon,4
4997,watercress,3
2948,dragonfruit,3
812,frisee,6
2951,lentils,2
2215,blackberry,2
1767,broccoflower,4
271,corn salad,1
365,cherimoya,5
2393,cabbage,2
3316,dragonfruit,5
2909,watercress,1
2807,date,5
1114,lentils,2
4813,frisee,2
564,cloudberry,2
3227,tabasco pepper,1
3195,blackberry,2
184,watercress,2
2684,kale,2
1052,kale,4
3346,radish,5
2734,feijoa,3
3271,parsnip,6
2950,azuki bean,1
825,navy bean,6
648,date,6
3548,radish,3
3110,date,5
746,tabasco pepper,4
2433,raisin,5
1969,blackberry,4
3756,black bean,5
2603,chayote,2
687,goji berry,5
1235,daikon,5
4804,black-eyed pea,4
1959,currant,4
526,spinach,5
3546,azuki bean,1
3525,apricot,1
2916,bilberry,1
2443,fig,2
1856,date,1
3793,fig,1
2091,cloudberry,3
3037,spinach,4
3652,anise,2
3874,tabasco pepper,3
1194,lentils,4
3624,watercress,4
184,date,2
24,corn salad,2
4973,blackberry,1
4328,alfalfa sprout,3
4576,raisin,4
2535,cloudberry,1
1549,navy bean,6
4597,blackberry,3
3686,apple,4
4570,lentils,6
1371,spaghetti squash,4
1404,tubers,5
1133,bilberry,5
2129,tat soi,6
721,dragonfruit,5
329,navy bean,1
2664,raisin,6
957,dill,1
4663,apricot,5
292,white radish,4
4671,cherimoya,3
1880,tat soi,1
4471,fig,5
3786,tabasco pepper,3
4459,daikon,6
2913,marjoram,6
1671,corn salad,6
81,banana,6
1058,navy bean,1
1007,azuki bean,5
1580,goji berry,2
499,blackberry,5
3963,blackcurrant,6
3692,daikon,5
1289,cloudberry,5
1085,azuki bean,4
4352,banana,5
4502,bilberry,4
3043,watercress,2
1427,kale,6
2354,raisin,4
670,avocado,3
234,dragonfruit,1
4316,cloudberry,2
375,avocado,3
3529,broccoflower,1
3931,patty pan,3
4107,radish,6
1237,feijoa,3
3652,bilberry,5
3678,goji berry,3
3103,black-eyed pea,2
2000,delicata,4
788,black-eyed pea,2
422,goji berry,5
3356,grapefruit,4
4480,goji berry,1
1234,white radish,4
2739,navy bean,6
4568,coconut,1
2473,date,5
817,tabasco pepper,3
1633,bilberry,1
1074,goji berry,1
1771,azuki bean,4
152,apple,2
714,lentils,6
1698,feijoa,5
2040,cabbage,1
1287,patty pan,5
2018,raisin,6
3750,daikon,6
686,apricot,2
1582,goji berry,3
2907,snap pea,6
3898,fig,6
4907,coconut,2
1596,tabasco pepper,3
2823,cloudberry,3
988,cherimoya,3
4288,tabasco pepper,2
3024,spaghetti squash,6
1256,feijoa,6
2188,apricot,3
956,navy bean,6
1138,raisin,3
1946,navy bean,6
4016,tabasco pepper,4
4024,apricot,6
1931,radish,4
1471,goji berry,3
195,lentils,2
2731,avocado,4
4268,radish,5
454,damson,2
3891,blueberry,2
3149,radish,2
3998,apple,4
1910,dragonfruit,1
3193,kale,6
4473,raisin,1
4027,white radish,2
4945,radish,6
398,cayenne pepper,4
2878,banana,3
2011,alfalfa sprout,6
901,spaghetti squash,2
4419,azuki bean,4
4589,white radish,5
4321,navy bean,3
4428,tat soi,6
418,apple,4
1524,apple,1
128,tabasco pepper,6
3257,bilberry,4
4083,tubers,6
1302,blueberry,3
2163,spaghetti squash,2
3606,broccoflower,1
3024,coconut,5
2322,black-eyed pea,3
2876,goji berry,5
867,cherimoya,5
883,marjoram,1
3398,blueberry,5
1773,avocado,3
1581,apricot,1
2355,azuki bean,2
1005,patty pan,1
3880,watercress,4
4237,avocado,3
2495,feijoa,2
3813,dragonfruit,2
4143,frisee,6
3941,lentils,4
2886,tabasco pepper,2
3403,bilberry,6
618,radicchio,3
1443,apple,2
1223,corn salad,1
923,broccoflower,5
1029,blueberry,1
3340,raisin,3
3481,banana,4
811,apple,1
1237,goji berry,2
1960,radish,5
2399,dragonfruit,5
4300,white radish,5
3034,watercress,3
2789,raisin,5
4315,damson,2
3657,apple,6
2092,apple,1
2344,kale,3
3507,blackberry,6
3052,apple,3
843,cranberry,6
2140,tubers,5
250,watercress,3
482,raisin,2
2856,navy bean,2
831,blackcurrant,5
2596,corn salad,5
4632,white radish,4
262,radish,3
1600,watercress,5
2128,watercress,3
1065,cabbage,4
3862,broccoflower,6
1121,blackberry,2
4651,goji berry,1
1393,azuki bean,3
347,avocado,1
4877,bilberry,5
2961,spinach,3
2774,frisee,1
1663,banana,1
1640,okra,4
1969,grapefruit,4
1529,fig,6
446,azuki bean,5
2213,dragonfruit,4
41,corn salad,4
1647,avocado,1
1035,cherimoya,2
263,damson,5
223,watercress,5
685,spinach,6
4442,spaghetti squash,2
4521,coconut,3
4674,white radish,4
3967,grapefruit,5
112,broccoflower,6
129,blueberry,3
4994,goji berry,2
3482,apricot,2
3122,black-eyed pea,5
2946,dragonfruit,5
4462,marjoram,3
4887,blueberry,5
3017,tabasco pepper,4
3986,broccoflower,2
1732,apricot,6
4686,blackcurrant,3
257,feijoa,4
2718,fig,4
1489,broccoflower,2
24,radish,6
1090,radish,3
2763,frisee,3
2315,corn salad,1
2936,patty pan,2
764,cloudberry,1
1306,cherimoya,1
1378,blueberry,4
4883,tat soi,6
4896,feijoa,5
2249,grapefruit,6
